trackName,artistName,msPlayed,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,plays
The Rock Show,blink-182,171600,2ydUT1pFhuLDnouelIv4WH,0.41,0.959,9,-4.563,1,0.0869,0.000324,0.0,0.0766,0.83,193.155,171600,4,1.0
single (on the weekend),marcos g,171546,1CjvcxzHY3tbv63jui6y8A,0.846,0.384,6,-5.943,0,0.132,0.174,0.0,0.0895,0.42,141.983,155534,4,1.1029485514421284
Beautiful Smile,Saba,171013,475SvHOt2z2mp5dK2pjSJ8,0.889,0.596,9,-8.23,0,0.397,0.278,0.0,0.0798,0.899,97.994,171013,5,1.0
On My Level (feat. Too $hort),Wiz Khalifa,170877,0osPX8TruIebOhKuG6GK8C,0.72,0.514,1,-7.108,1,0.132,0.146,0.00713,0.107,0.212,142.98,272160,4,0.627854938271605
my boy,Billie Eilish,170852,1RGasjWLZ4qMN7wbtkLa3u,0.692,0.394,11,-8.745,0,0.207,0.472,0.000191,0.117,0.324,89.936,170852,4,1.0
Nihil,Ghostemane,170491,1nB6VmrPybx4xwkL80OqdA,0.665,0.905,7,-5.785,1,0.253,0.161,0.0669,0.907,0.288,114.938,147305,4,1.157401310206714
CPR,Summer Walker,170284,5Tp4UJvnsF4Zd05k0zXUte,0.693,0.369,7,-12.683,0,0.175,0.637,0.00335,0.0951,0.141,140.148,203240,4,0.8378468805353277
1400 / 999 Freestyle,Trippie Redd,170003,75lcPkAkUsKWHGBlGM476R,0.825,0.572,6,-6.067,0,0.0864,0.0079,0.0,0.113,0.568,141.991,175954,4,0.9661786603316777
Jocelyn Flores,XXXTENTACION,169919,7m9OqQk4RVRkw9JJdeAw96,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,119133,4,1.4262966600354225
Boom Clap,Charli XCX,169866,0Y1MWB026LYxGvhq4EcMiC,0.659,0.911,4,-2.28,1,0.0786,0.154,0.000304,0.191,0.576,91.999,169866,4,1.0
Night of Fire - Extended mix,Niko,169803,1c7IRPoWNIMLGrFgit8QXk,0.472,0.945,1,-7.894,1,0.0392,0.00232,0.531,0.384,0.745,155.134,318392,4,0.5333142792532476
Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,169668,1f5cbQtDrykjarZVrShaDI,0.839,0.81,5,-5.274,0,0.0568,0.501,0.0,0.117,0.814,129.014,209269,4,0.8107650918196198
Laws of the Universe,Toro y Moi,169360,5iogKheqFC4DTFCy8i1LXh,0.823,0.822,6,-6.502,0,0.063,0.0338,0.272,0.0992,0.853,119.97,169360,4,1.0
Bday (feat. Deacon Blues & Kari Faux),Isaiah Rashad,169078,2uRqJEudnHdYINvwmeaG9h,0.761,0.538,0,-9.03,1,0.101,0.00617,3.16e-06,0.481,0.451,89.029,232978,4,0.725725175767669
My Own Worst Enemy,Lit,169026,33iv3wnGMrrDugd7GBso1z,0.494,0.946,4,-2.757,1,0.0637,0.00129,0.0,0.398,0.741,103.408,169027,4,0.9999940837854308
I Got A Question,YG,168634,6ifYmJxaQR3FHtxjcxjFp4,0.864,0.441,10,-9.264,0,0.415,0.0168,0.0,0.0918,0.373,92.991,218907,4,0.7703453978173379
Reginald (feat. Ben Hixon),Mick Jenkins,168474,4IwlRsx9bQyBOZVZbZdCxi,0.744,0.72,0,-3.654,1,0.331,0.361,0.0,0.111,0.629,80.085,168475,4,0.9999940644012465
Crushed Up,Future,168090,7wcyO1rrH3Ru4t659IjG41,0.781,0.597,10,-6.794,0,0.23,0.0415,0.0,0.152,0.544,158.043,149949,4,1.120981133585419
All The Small Things,blink-182,168087,2m1hi0nfMR9vdGC8UcrnwU,0.434,0.897,0,-4.918,1,0.0488,0.0103,0.0,0.612,0.684,148.726,167067,4,1.0061053349853653
Morph,Twenty One Pilots,167613,01vv2AjxgP4uUyb8waYO5Y,0.734,0.607,8,-7.249,0,0.0806,0.0747,0.000577,0.0968,0.518,90.023,258853,4,0.6475219526140319
Dammit,blink-182,167602,6WkSUgo1VdpzgtiXKlFPcY,0.426,0.972,0,-5.122,1,0.0954,0.0017,0.0,0.171,0.341,111.221,165373,4,1.0134786210566415
Cat Piss (feat. Lil Yachty),Ski Mask The Slump God,167040,3clpchqQ6A3p8jjPgKdhk0,0.862,0.521,8,-10.355,1,0.447,0.0466,5e-05,0.119,0.373,154.983,167040,4,1.0
Don't Be Scared,sophie meiers,167033,0tSXGhlgB73267m4AExpJL,0.687,0.263,11,-8.72,1,0.0435,0.776,0.00013,0.102,0.21,120.1,184000,4,0.9077880434782609
3:15,Bazzi,167018,6pmZMP2ET1OJi5rKfLO8jD,0.651,0.654,1,-5.481,1,0.0466,0.385,0.0,0.181,0.539,141.975,167019,4,0.9999940126572426
Getting Better - Remix,The Beatles,167013,3liuLCzIoOhduPXp8kbHHA,0.598,0.551,0,-6.909,1,0.0308,0.0913,0.0,0.0958,0.817,121.959,167013,4,1.0
The Relays (feat. Travis Scott),Maxo Kream,166794,3tA12hlBltPtw6ArshsopB,0.877,0.574,2,-7.041,1,0.132,0.0897,0.0,0.169,0.518,130.051,177060,4,0.9420196543544561
All Of The Lights,Kanye West,166464,22L7bfCiAkJo5xGSQgmiIO,0.541,0.803,1,-3.284,1,0.0738,0.0796,1.71e-05,0.176,0.221,142.135,299613,4,0.5555967197685013
Stick Out,Pouya,166390,0jakaHRU7ubOzJTseh6tJu,0.77,0.853,10,-3.849,0,0.221,0.0042,0.000961,0.0936,0.615,164.037,135732,4,1.2258715704476468
The Games We Play,Pusha T,166120,7iEoaTyBCqLaAwJnOP1BTn,0.694,0.796,5,-3.696,1,0.198,0.0713,0.0163,0.096,0.592,78.033,166120,4,1.0
Make Me Proud,Drake,166086,7yfg0Eer6UZZt5tZ1XdsWz,0.684,0.486,1,-10.155,1,0.132,0.00268,0.000148,0.157,0.355,131.913,219893,4,0.7553037158981869
Flowers (feat. Father),Faye Webster,166040,0MJSvmvNu0IGFMmYtW8KNH,0.675,0.21,7,-15.065,1,0.164,0.661,7.02e-05,0.149,0.0551,78.015,261667,4,0.6345469623605575
Baguettes (feat. Gunna),Smokepurpp,166000,44vw9JyAvl32lVEEyHN5xw,0.861,0.63,7,-8.953,1,0.0518,0.109,0.0,0.0955,0.75,139.956,166000,4,1.0
Don't Like.1,Kanye West,165818,12D0n7hKpPcjuUpcbAKjjr,0.657,0.612,6,-5.415,0,0.225,0.0094,0.0,0.146,0.626,132.072,283653,4,0.5845804556976305
Crack Rock,Frank Ocean,165718,5lcyIeEfwZTs8Ajw3kdF7P,0.429,0.736,5,-8.017,1,0.222,0.0696,0.0,0.0852,0.379,89.262,224147,4,0.7393273164485806
Canceled,Bryson Tiller,165664,3TOfcOKNuu6ZPZXJie5msH,0.767,0.611,5,-5.173,0,0.0983,0.157,0.0116,0.0836,0.11,94.034,183960,4,0.9005435964340074
Livvin,NxWorries,165626,3iVp14VoAsAZkIdgQoRRAb,0.353,0.748,0,-5.984,1,0.246,0.565,7.86e-06,0.551,0.287,137.856,165627,3,0.9999939623370586
Dagenham Dream,Blood Orange,165395,7wA6K5a70ApY3Ypgqg4Gbz,0.53,0.399,1,-11.211,1,0.127,0.589,1.07e-05,0.109,0.497,177.193,165395,4,1.0
The Curse of Curves,Cute Is What We Aim For,165031,6uzuW7L1t1UhnzbfXwtMtQ,0.534,0.792,5,-4.512,1,0.0677,0.39,0.0,0.191,0.477,145.881,203627,4,0.8104573558516307
Homealone,Monte Booker,164177,5oGqIbcE1Mdyuxs6TbAmip,0.772,0.389,10,-15.964,1,0.404,0.0619,0.754,0.138,0.382,117.04,164177,4,1.0
That's Life (feat. Mac Miller & Sia),88-Keys,164153,5h0Jgt873QtgL6nJRBGfT6,0.525,0.774,9,-4.532,1,0.241,0.24,1.07e-06,0.495,0.526,154.192,202391,4,0.8110686740023024
Havana (feat. Young Thug),Camila Cabello,163954,1rfofaqEpACxVEHIZBJe6W,0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,217307,4,0.7544809877270405
Teen Town,Weather Report,163750,3Vnd9kqU36jdtgXXcxEJHW,0.542,0.675,11,-13.456,0,0.0331,0.427,0.796,0.116,0.597,127.947,172333,4,0.9501952614995387
OMG - Instrumental,RL Grime,163598,3m4nNwFqcYQ8iCZvsIFrcR,0.528,0.579,10,-7.204,1,0.0353,0.0188,0.613,0.135,0.258,150.121,190764,4,0.8575936759556311
OMG - MYRNE Remix,RL Grime,163453,7sSAk9HyJr4Kgd3reij1ys,0.531,0.923,3,-2.28,0,0.0524,0.0539,0.000146,0.0996,0.435,150.031,234400,4,0.6973250853242321
Mannequin Challenge (feat. Juice WRLD),Young Thug,163423,5TnLXSd4h6G06Fbt2ApOpa,0.857,0.583,1,-7.466,0,0.086,0.0899,0.0,0.204,0.443,132.01,162400,4,1.0062992610837438
"Rum Is for Drinking, Not for Burning",Senses Fail,163253,38bTAKxFVuAnnk8UMm0iwb,0.513,0.958,2,-4.56,0,0.161,0.000254,0.0,0.653,0.379,100.893,163253,4,1.0
What Do You Do (feat. NAV),A$AP Ferg,162863,4gpmL5xSZeHssgyIP3UuPS,0.819,0.713,8,-5.623,0,0.304,0.358,1.63e-05,0.0947,0.506,152.016,176867,4,0.9208218604940436
THat Part - Black Hippy Remix,ScHoolboy Q,162721,5sqHFfmw7MMc1L85BN8802,0.892,0.548,6,-8.449,0,0.33,0.139,0.0,0.114,0.262,112.962,288525,4,0.5639753920804089
Hoe Cakes,MF DOOM,162518,6OyRpRa1xjDNriftwh1dZR,0.511,0.614,1,-6.371,1,0.322,0.0987,0.0,0.144,0.95,92.184,234147,4,0.6940853395516492
Spaz (feat. YBN Nahmir),Bhad Bhabie,162264,7d35ciIfICdeKTY140KmKT,0.916,0.683,9,-4.216,1,0.224,0.0211,0.0,0.0732,0.59,95.998,162265,4,0.9999938372415493
Rumba Mama,Weather Report,161990,7cplnQy5GFx43AFO6YaC3d,0.503,0.978,3,-13.836,0,0.282,0.893,0.3,0.961,0.756,126.099,131507,3,1.2317975468986442
Say Cheese And Die,$uicideBoy$,161750,0VEHWGFb33FO0OREIjH1DZ,0.718,0.806,4,-6.114,0,0.116,0.0333,1.88e-06,0.151,0.266,94.961,161750,4,1.0
Musty,Shoreline Mafia,161557,2bkKnaLTMCghmjlcPBoYWd,0.833,0.203,10,-12.456,0,0.211,0.00907,5.91e-06,0.124,0.04,100.023,161558,4,0.9999938102724718
Top (feat. Pi'erre Bourne),Playboi Carti,161469,7HsvTUJcXRQVK6QuALkAvW,0.955,0.518,5,-5.522,0,0.0649,0.00906,0.0,0.113,0.162,130.003,133013,4,1.2139339763782488
R.I.P. Fredo (feat. Young Nudy) - Notice Me,Playboi Carti,161200,45Ln3F9PRPYTXBcMFkZMzS,0.912,0.755,2,-5.393,1,0.142,0.1,0.0,0.179,0.625,140.051,161200,4,1.0
Anti Social,SOB X RBE,161097,46Tv12SmtB6nRyGck0pGfh,0.924,0.512,1,-6.965,1,0.268,0.00194,0.0,0.159,0.199,107.981,161097,4,1.0
Always This Late,ODESZA,160941,06JRkix5RRMRIWffxZqlGt,0.542,0.585,3,-9.3,1,0.0474,0.0141,0.213,0.0929,0.337,170.046,160941,4,1.0
HOW BOUT THAT?,Quavo,160644,7H0NHzIEzCoIENLC2o8Obj,0.827,0.819,3,-4.302,0,0.148,0.00525,0.0,0.184,0.325,145.016,160644,4,1.0
Gravy n’ Biscuits,Injury Reserve,160502,0uqgYwT22ey4WphJav1s68,0.594,0.733,5,-3.95,1,0.343,0.25,0.0,0.502,0.698,93.709,157733,4,1.0175549821533858
Just How It Is,Young Thug,159950,5KYhIFNTp4VQUqlsbLWTTu,0.611,0.539,7,-10.617,1,0.411,0.0485,0.0,0.127,0.627,82.766,207133,4,0.7722091602979728
All Quiet on the West Side,Injury Reserve,159821,6ExwZdJ0Enra97ksrH0NDU,0.674,0.629,6,-9.453,1,0.084,0.238,0.0,0.141,0.288,122.439,159822,4,0.999993743039131
Redemption (feat. SZA),Jay Rock,159773,3thNB1fmi1wuhJ1vWCRuNz,0.659,0.83,6,-5.288,1,0.286,0.0907,0.0,0.133,0.332,144.017,211613,4,0.7550245022753801
Audi.,Smokepurpp,159521,2INqEk4ko5AsGVLBsiKiQe,0.794,0.366,7,-10.051,1,0.135,0.0214,0.0,0.0964,0.278,122.993,159522,4,0.9999937312721756
The Race - Remix,Tay-K,159329,7d19457woBxmPRCq255YqM,0.75,0.548,9,-6.288,1,0.358,0.00619,0.0,0.156,0.377,160.084,211875,4,0.7519952802359882
LOVE. FEAT. ZACARI.,Kendrick Lamar,159224,6PGoSes0D9eUDeeAafB2As,0.8,0.585,10,-7.343,1,0.0924,0.264,0.0,0.153,0.779,126.058,213400,4,0.7461293345829428
Put Me Thru,Anderson .Paak,158990,70SjyVMzhmMeJQD8hOmIBp,0.732,0.789,5,-3.717,0,0.0476,0.0459,3.11e-05,0.123,0.607,107.978,160760,4,0.9889897984573277
Serve It Up,Trey Songz,158858,6fmDdFyME92bE1TqQZfUyI,0.693,0.489,0,-7.022,1,0.0557,0.367,0.0,0.149,0.325,119.976,227960,4,0.6968678715564134
Domo23,"Tyler, The Creator",158760,75kiQfmmuQwgquZ9RLSvuA,0.726,0.565,1,-5.564,0,0.363,0.167,0.0,0.262,0.597,133.036,158760,4,1.0
4th Dimension,KIDS SEE GHOSTS,158659,6JyEh4kl9DLwmSAoNDRn5b,0.765,0.542,1,-6.755,1,0.39,0.278,1.87e-05,0.609,0.734,171.945,153351,4,1.0346134032383225
Gyalchester,Drake,158544,6UjfByV1lDLW0SOVQA4NAi,0.877,0.391,1,-8.196,1,0.063,0.0317,0.000502,0.0945,0.122,131.018,189230,4,0.8378375521851715
No Option,Post Malone,158100,6M0IsaUX4GNyto4niSegfI,0.575,0.734,2,-4.949,1,0.057,0.0757,0.0,0.241,0.494,83.986,179827,4,0.8791783213866661
Beautiful Now,Zedd,158011,2ISSQPb9LHHiV6ng2NXosL,0.628,0.833,11,-4.126,0,0.0282,0.0079,1.48e-05,0.074,0.56,128.003,218293,4,0.7238482223433642
Child Of Nature - Esher Demo,The Beatles,157773,1MQhdLXEHmUWLF0bu7uVff,0.477,0.32,6,-10.596,1,0.0294,0.67,0.0,0.132,0.437,72.062,157773,3,1.0
Outstanding (feat. 21 Savage),SahBabii,157663,24W9LlHIfhALtn33zBnnQr,0.795,0.59,11,-6.186,0,0.169,0.341,7e-05,0.097,0.354,151.059,157664,4,0.9999936573980109
Being For The Benefit Of Mr. Kite! - Remastered 2009,The Beatles,157533,6W35n1UlkvqhfMZstB4BXs,0.526,0.413,0,-9.865,1,0.0446,0.338,0.0,0.0992,0.71,111.874,157533,4,1.0
Fire Starter,Trippie Redd,157500,2lvOt6VAufWlstrqutilVb,0.51,0.707,3,-4.913,0,0.0675,0.0023,0.0,0.436,0.318,147.853,157500,4,1.0
Always On Time,Ja Rule,157310,4hrae8atte6cRlSC9a7VCO,0.84,0.706,5,-6.104,0,0.2,0.208,0.0,0.241,0.839,96.673,245133,4,0.6417332631673418
Mind Mischief,Tame Impala,157083,6ewQE1dNPv9qqlnB1CxrvM,0.25,0.942,6,-3.235,1,0.0545,0.0815,0.00097,0.367,0.822,161.333,271880,4,0.577765926143887
DR. WHOEVER,Aminé,157064,2qpX5WY7A7uLLLQfFpvRDK,0.639,0.332,5,-11.482,1,0.378,0.64,0.0,0.0518,0.866,83.306,259227,4,0.6058936761988527
clickbait,Logic,157000,2i3D8AJiOYTVCkIu1cOpsH,0.848,0.708,0,-5.625,1,0.0925,0.0466,3.79e-05,0.13,0.765,156.007,157000,4,1.0
1488,JPEGMAFIA,156909,5ugbFObY3SJcjvnmHzjuRR,0.545,0.73,8,-5.73,0,0.439,0.368,2.66e-06,0.258,0.362,108.229,148410,4,1.0572670305235496
Kolors,Monte Booker,156556,4IOYk6epkzXT38U4ShauZ6,0.718,0.403,2,-11.064,0,0.205,0.263,1.56e-06,0.228,0.636,129.582,177856,4,0.8802401943145016
Childs Play (feat. Chance the Rapper),SZA,155980,7GPstnufSTScEaw9dMxO9H,0.759,0.342,1,-9.044,0,0.0406,0.775,0.0,0.112,0.22,99.995,216234,4,0.7213481691130904
OG Beeper,A$AP Rocky,155893,5TX0mfUkpGlU6j2xa00ERx,0.91,0.477,2,-5.259,1,0.418,0.121,0.0,0.305,0.313,145.994,155893,4,1.0
Sneeze (feat. Kehlani),P-Lo,155571,6cih14Jx3LJZrAXihZtNUV,0.863,0.525,8,-6.081,1,0.0406,0.000182,0.000259,0.0939,0.427,100.023,155571,4,1.0
So What? - Episode 01,Vince Staples,155362,2JRo1DJhNhZWs1TzrPNOSZ,0.854,0.844,2,-5.908,1,0.0519,0.00651,5.08e-06,0.186,0.832,146.041,125149,4,1.2414162318516329
Ghostface Killers,21 Savage,155018,5u6vkDnOyaf8LsteDAj2ub,0.782,0.436,2,-7.033,1,0.155,0.331,1.3e-05,0.342,0.243,82.994,268933,4,0.5764186618972011
Quit (feat. Ariana Grande),Cashmere Cat,154702,4rwqrKdwlFWJ6LvPYaOtgn,0.44,0.413,0,-7.365,0,0.0407,0.105,3.4e-05,0.0997,0.141,86.911,258188,3,0.5991835406757866
HOOPTI,Smino,154700,5deXgGdMVJ9udzS9eXYYeK,0.572,0.581,1,-7.651,1,0.382,0.439,0.0,0.181,0.313,100.551,154700,4,1.0
All Mine,Kanye West,154278,3U21A07gAloCc4P7J8rxcn,0.925,0.31,11,-6.531,0,0.291,0.123,0.0,0.0931,0.291,121.927,145507,4,1.0602788869264022
you're not like everyone else,sagun,153846,0Z6jJtJnVUis72b0ZRY8iA,0.69,0.422,0,-14.272,0,0.19,0.973,0.00763,0.137,0.4,78.012,153846,4,1.0
Hold You Now (feat. Danielle Haim),Vampire Weekend,153786,15E2P2ToSLNnZvcOEQra6a,0.284,0.457,0,-9.239,1,0.0382,0.0817,0.0,0.413,0.293,86.88,153787,4,0.9999934974997887
Hotel Room Service,Pitbull,153465,6Rb0ptOEjBjPPQUlQtQGbL,0.851,0.629,1,-8.385,1,0.175,0.00705,0.000372,0.0746,0.789,125.984,237640,4,0.6457877461706784
SUMMER SALT (with Bari),Smino,153302,6gIM8RWaTNL96Juv4gPSQX,0.62,0.643,6,-6.597,0,0.301,0.278,0.0,0.156,0.15,155.894,147699,4,1.0379352602251877
Down On Me,Jeremih,153065,0x3TibRgnSqzkcwrqBd4iX,0.7,0.598,2,-7.783,1,0.114,0.0369,0.0,0.111,0.594,160.041,228453,4,0.6700065221292782
Dr. Seuss,Tierra Whack,152856,0IShCbw4JJEpcmZiTwAena,0.792,0.605,1,-9.781,1,0.641,0.649,0.0,0.0994,0.352,89.804,60000,4,2.5476
Uber Everywhere (feat. Travis Scott),MadeinTYO,152097,79wTHFxVJXRrR5afZeBd16,0.782,0.662,1,-7.243,1,0.105,0.025,0.0,0.3,0.102,140.051,181104,3,0.839832361516035
My Tears Are Becoming A Sea,M83,151826,1Fwj0wThn3kTg8D7KgWdsU,0.194,0.376,4,-11.356,1,0.0463,0.11,0.386,0.593,0.0723,48.637,151827,3,0.9999934135562186
Girl - Remastered 2009,The Beatles,151720,6tQvjqDIK9GXWIC6mejms8,0.699,0.294,5,-13.205,0,0.0294,0.587,0.0,0.117,0.893,96.615,151720,4,1.0
That’s Why (with GOLDN),ILLENIUM,151657,4HQwS0eDQ57zOER0fp7DoD,0.487,0.621,2,-4.676,1,0.0333,0.091,0.0,0.132,0.178,140.04,252913,4,0.5996409832630193
Braille (feat. Bas),Ab-Soul,151499,1ysf0ZjAItXaAgAejGJZa6,0.609,0.538,2,-8.124,1,0.417,0.0461,0.0,0.137,0.214,132.094,252373,4,0.6002979716530691
Midnight Blues,UMI,151114,5HYSOEDwblGTVSh88TZnet,0.763,0.494,11,-6.857,0,0.0487,0.965,0.00173,0.173,0.347,88.011,147304,4,1.0258648780752728
Cruisin' in The MIA,Pouya,151111,7wNq3rMwJxZWMw3U13VYVj,0.749,0.702,0,-7.038,1,0.0467,0.187,0.00851,0.0819,0.778,108.004,151111,4,1.0
Beam (feat. Playboi Carti),88rising,151073,5qZIrB9CjgKdMspTFkUbNt,0.802,0.659,11,-5.927,0,0.127,0.0123,0.0095,0.136,0.471,152.969,151073,4,1.0
"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,150997,6wWaVoUOzLQJHd3bWAUpdZ,0.753,0.686,1,-5.415,0,0.284,0.0677,0.0,0.193,0.886,132.055,194732,4,0.7754092804469733
She Live (feat. Megan Thee Stallion),Maxo Kream,150576,0ZWhqhiu9eIUOB1Ou0kiO3,0.981,0.764,1,-5.437,1,0.07,0.0348,0.0,0.317,0.603,119.982,170000,4,0.8857411764705883
Body Language - Intro,Kali Uchis,150290,2Tl0t18jgqJo0S7Fs2iy50,0.387,0.706,9,-8.74,1,0.128,0.639,0.00404,0.285,0.588,115.956,136343,4,1.1022934804133693
Whatever You Need (feat. Chris Brown & Ty Dolla $ign),Meek Mill,150080,6yMxfx9wpiuhhdb8vHDVMu,0.519,0.57,1,-7.366,1,0.202,0.0254,0.0,0.0821,0.317,164.155,205373,4,0.7307679198336685
Rap Saved Me,21 Savage,149480,0tdCy39PgWN8LFWu34ORn3,0.845,0.399,1,-7.509,1,0.309,0.00525,0.74,0.102,0.148,143.049,257600,4,0.5802795031055901
Got To Get You Into My Life - Remastered 2009,The Beatles,149240,3tGhRLgcCP6SIZU3tbGl7l,0.521,0.524,0,-6.136,1,0.0302,0.42,9.27e-06,0.0838,0.711,136.679,149240,4,1.0
FIND HIM!,Comethazine,148657,3S8hI4RwB6vQ8fgZZihtpv,0.769,0.523,7,-9.762,1,0.273,0.089,0.0,0.16,0.449,139.785,102857,4,1.4452783962199947
ocean eyes,Billie Eilish,148495,7hDVYcQq6MxkdJGweuCtl9,0.511,0.363,4,-7.65,0,0.041,0.816,0.0317,0.084,0.169,144.892,200379,4,0.7410706710783066
What's My Age Again?,blink-182,148360,4LJhJ6DQS7NwE7UKtvcM52,0.391,0.951,6,-7.419,1,0.0692,0.0126,0.000378,0.0878,0.468,157.66,148360,4,1.0
George Jeff,Jaden,147619,0grimyaxHH66oGelb2eHtM,0.723,0.57,4,-2.892,0,0.266,0.322,0.0,0.371,0.646,160.008,137617,4,1.072679974131103
Dejection,$uicideBoy$,147188,7aWyiq6UX1NKC1aOGkUEun,0.704,0.793,2,-4.924,1,0.143,0.00687,0.00307,0.468,0.345,99.965,138057,4,1.0661393482402197
MOOO!,Doja Cat,146848,043dDJ9u0PQ3ooAXMgcwOe,0.869,0.532,7,-7.186,1,0.23,0.517,0.0,0.103,0.509,89.004,285053,4,0.5151603386036983
Massage Seats,Freddie Gibbs,146813,0sdMgj6Ndb3X2PQu9dMSa8,0.498,0.673,2,-5.71,1,0.31,0.164,0.0,0.616,0.46,89.486,146813,4,1.0
Reptilia,The Strokes,146730,57Xjny5yNzAcsxnusKmAfA,0.486,0.666,9,-5.084,1,0.033,0.000563,0.789,0.101,0.741,157.992,219754,4,0.667701156748
I Mean It (feat. Remo),G-Eazy,146723,6jmTHeoWvBaSrwWttr8Xvu,0.712,0.562,10,-6.008,1,0.129,0.125,0.0,0.136,0.142,140.0,236480,4,0.620445703653586
The Rockers (feat. Wiz Khalifa),Action Bronson,146613,7GPq5i4Dn95yDaqxdoeKNW,0.525,0.861,5,-1.919,0,0.136,0.192,0.0,0.235,0.649,135.305,188653,4,0.7771570025390532
Rather Be (feat. Jess Glynne),Clean Bandit,146201,3s4U7OHV7gnj42VV72eSZ6,0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-06,0.193,0.549,120.97,227833,4,0.6417024750584858
Goin Baby,DaBaby,146034,3WyRgi8CzQnhzO0xw79tTS,0.755,0.772,6,-5.585,1,0.4,0.128,0.0,0.157,0.678,132.906,141827,4,1.0296628991658852
BLACKLAND 66.6,Denzel Curry,145960,0L1RASB4kWt9VDqJxX4yBF,0.399,0.818,6,-11.361,1,0.459,0.542,0.0,0.74,0.403,109.412,49227,3,2.9650395108375487
Luh U (feat. Bosko),P-Lo,145930,2yL3DJijP4cRxkqoWlGubp,0.684,0.465,7,-6.371,1,0.0922,0.169,0.0,0.239,0.685,187.983,182927,4,0.7977499221000727
First Fuck,6LACK,145093,1u4orOe6gYxeE9xKpv11Qi,0.35,0.315,3,-9.753,1,0.064,0.916,2.82e-06,0.0959,0.427,88.449,205490,4,0.7060830210715849
No Favors,Big Sean,144627,1MksGqIztTT6M9R1ErKVs8,0.482,0.781,11,-5.334,1,0.412,0.629,2.87e-06,0.413,0.336,57.967,325840,5,0.44385894917751045
Mula (feat. Kanye West),The Game,144403,6Pfa5MzBYne2tZXj7XcPMz,0.75,0.568,10,-8.199,0,0.361,0.252,0.0,0.577,0.346,99.173,235227,4,0.6138878615124964
Happy Without Me,Chloe x Halle,144145,1mQI744KrltnCU798zIGEe,0.57,0.576,1,-6.792,1,0.0631,0.228,0.0,0.33,0.438,143.943,206947,4,0.696530995858843
Wintertime,YBN Cordae,143700,4WYPYB8KMzxyW85TQxR44X,0.636,0.505,1,-8.397,1,0.385,0.166,0.0,0.15,0.342,76.099,180680,4,0.795328758025238
Lonely Soul (feat. Punch) / / / The Law (Prelude) [feat. SZA],Ab-Soul,143577,0d96nN78fcIPxZKEm4WZxe,0.487,0.65,7,-8.735,1,0.508,0.115,0.0,0.144,0.4,118.393,394568,4,0.3638840453356582
Passionfruit,Drake,142137,5mCPDVBb16L4XQwDdbRUpz,0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,298941,4,0.47546840346422875
i don't want to say too much,sagun,142105,7AXFq61qqGpqgwkgfeQsP4,0.768,0.354,4,-11.892,0,0.192,0.877,0.329,0.104,0.113,75.993,142105,4,1.0
At Fault - Instrumental,Medasin,141875,3Nj8VUxaUQYsIip9KyyYkE,0.732,0.327,1,-12.363,1,0.0667,0.319,0.81,0.115,0.114,137.006,224267,4,0.6326164794642101
Welcome to the Booty Tape,Ugly God,141641,03Mradtcg4Il4gUQJ9LC9V,0.557,0.312,9,-15.003,1,0.277,0.48,3.95e-05,0.124,0.0748,89.484,141642,5,0.9999929399471909
Miracle Man,Oliver Tree,141309,0ijiuWyVbNzg6Kw1Z1BVb8,0.671,0.465,0,-8.165,1,0.0312,0.0896,0.0,0.432,0.687,140.016,124579,4,1.1342922964544586
Spikes,Death Grips,141125,11TpRtA1zMLeAPTLloNmG4,0.339,0.922,8,-4.3,1,0.561,0.111,0.0,0.0812,0.343,179.909,185404,4,0.761175594917046
Respect My Cryppin’,Blueface,141036,5THQbSmeQ8iykxgK1om8Gk,0.827,0.419,8,-9.291,1,0.452,0.157,0.0,0.0886,0.192,95.67,141037,4,0.9999929096620036
Album of the Year - Freestyle,J. Cole,141015,6rDaCGqcQB1urhpCrrD599,0.705,0.816,10,-7.046,0,0.32,0.0805,0.0,0.476,0.929,94.211,138872,4,1.0154314764675385
Out Of Your League,Blood Orange,140923,4qdbCACEpbFWIpKSMa2fZC,0.896,0.469,2,-7.13,0,0.0555,0.103,0.00456,0.108,0.676,120.849,140923,4,1.0
"My Neck, My Back (Lick It)",Khia,140633,5r29mFrurlVBbqJzjr2XW6,0.859,0.625,9,-4.234,0,0.13,0.0296,0.0,0.0537,0.71,102.072,222560,4,0.631888030194105
Dope Peddler,2 Chainz,140569,5yVIUDoRLABwPmtaqAkGrZ,0.857,0.527,2,-7.432,1,0.0875,0.0535,0.0,0.1,0.224,118.282,208253,4,0.6749914767134207
Chewing Gum,Blood Orange,139905,3jxExv27cf3OSt0BXtAR6Z,0.622,0.515,8,-7.959,0,0.145,0.144,0.0165,0.194,0.217,168.265,263870,4,0.5302042672528139
