trackName,artistName,msPlayed,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,plays
Gwendolynn's Apprehension,Mick Jenkins,479298,5CjV03o6e1Ja0zLdttXVji,0.561,0.891,8,-4.771,1,0.305,0.746,0.0,0.109,0.69,91.316,225533,4,2.1251790203650907
out for the night - part 2,21 Savage,479037,4B8vU5oDXVxO5OkLAI4aLx,0.593,0.632,6,-5.381,0,0.541,0.0133,0.0,0.64,0.0789,173.369,235232,4,2.036444871446062
TABOO | TA13OO,Denzel Curry,478220,4VYmdTVFXDq0LtYMoVswTv,0.441,0.594,1,-8.271,1,0.166,0.269,0.0,0.143,0.491,139.28,197440,4,2.4221029173419772
Gravy For Pope,Yung Gravy,478218,6HUFOiTIGCizkemQxhQTao,0.666,0.673,6,-7.906,1,0.218,0.437,1.74e-06,0.137,0.377,148.098,175960,4,2.7177654012275516
Practice,Drake,475466,0jF2AdhsalO1L7KkhK4LE5,0.446,0.239,1,-15.327,1,0.0876,0.574,7.76e-05,0.12,0.31,104.675,237733,4,2.0
I've Always Been,Mac Ayres,474291,0RJyTQBB8QtfcfGRvjtbkT,0.787,0.38,1,-11.113,0,0.267,0.664,0.00403,0.357,0.453,71.072,114930,4,4.126781519185592
Boy With Luv (feat. Halsey),BTS,473903,5KawlOMHjWeUjQtnuRs22c,0.645,0.862,11,-4.757,0,0.0965,0.0923,0.0,0.192,0.798,119.991,229773,4,2.062483407537004
Take It Away,RL Grime,471806,5ZahQIsfOhgRoLS2UpUN7J,0.594,0.815,8,-3.47,1,0.0423,0.367,0.0,0.0948,0.339,137.933,236522,4,1.994765814596528
Work Out,J. Cole,470640,2wAJTrFhCnQyNSD3oUgTZO,0.831,0.427,2,-6.903,1,0.106,0.0531,0.0,0.307,0.216,93.004,235320,4,2.0
Gold Teeth,Blood Orange,470005,3BbWvLOFaxx0npzxfRixyO,0.89,0.665,6,-7.848,0,0.171,0.102,1.08e-05,0.114,0.525,148.029,181629,4,2.587720022683602
You Remind Me (feat. Stanaj),Gryffin,469963,1br1KHZHkKhCcjz6sHysT5,0.573,0.903,3,-3.703,0,0.0341,0.11,1.97e-06,0.275,0.425,128.935,216799,4,2.167736013542498
Photosynthesis,Saba,469722,3DlgDXIYtnWtJKiB8bZQMv,0.777,0.662,7,-8.393,1,0.27,0.536,4.61e-06,0.593,0.634,111.13,201733,4,2.3284341183643726
Space Cadet (feat. Gunna),Metro Boomin,468991,1fewSx2d5KIZ04wsooEBOz,0.901,0.464,5,-9.789,0,0.0645,0.368,1.71e-05,0.238,0.638,109.004,203267,4,2.3072658129455346
Up Down (Do This All Day) (feat. B.o.B),T-Pain,467741,1uH1Nd8vet2uoZSDFSDwbh,0.763,0.53,5,-5.554,0,0.0577,0.272,0.0,0.16,0.469,97.033,231893,4,2.0170552798057724
"New Coupe, Who Dis? (feat. Mick Jenkins)",Smino,466327,3Pe6l9HEim5gbwmXKjKp3g,0.613,0.51,11,-10.441,0,0.476,0.662,0.0,0.313,0.695,64.856,229254,4,2.0341062751358754
7 rings,Ariana Grande,464278,6ocbgoVGwYJhOv1GgI9NsF,0.778,0.317,1,-10.732,0,0.334,0.592,0.0,0.0881,0.327,140.048,178627,4,2.5991479451594666
Giannis (feat. Anderson .Paak),Freddie Gibbs,464091,0jc0dX55DtUJaHRw8rreNd,0.657,0.839,5,-5.62,1,0.311,0.0715,0.0,0.399,0.525,90.448,198907,4,2.33320597062949
Atoms - Said the Sky Remix,RL Grime,464017,4GR9MdPIvrkxcEJ4RUbxPk,0.519,0.742,3,-3.554,1,0.061,0.315,8.42e-05,0.0836,0.246,127.971,255117,4,1.8188399832233837
Whatchamacallit (feat. Chris Brown),Ella Mai,463492,1YLfaRr3QIW1fF3nvDO0gX,0.656,0.616,5,-4.668,1,0.0392,0.17,0.0,0.219,0.269,98.871,179411,4,2.5834090440385484
No Lie (feat. WizKid),GoldLink,462890,224EQMt8CpNPV98j9L4iMJ,0.485,0.488,10,-7.94,0,0.328,0.0267,0.000273,0.0972,0.262,77.036,203853,4,2.270704870666608
ZIPPER,BROCKHAMPTON,458269,1m4C9zlV89rXTfXStluvec,0.835,0.681,8,-4.357,1,0.111,0.249,0.0,0.18,0.687,113.989,202087,4,2.2676817410323276
ERYS,Jaden,456644,4YK8KPxJmYLRzQmPuJJqzF,0.326,0.577,2,-9.843,1,0.106,0.753,1.56e-05,0.382,0.23,95.502,471813,4,0.9678495505634648
Bad Bad Bad (feat. Lil Baby),Young Thug,452985,1GeNui6m825V8jP4uKiIaH,0.974,0.596,6,-8.888,1,0.184,0.0976,0.0,0.151,0.892,111.959,149040,4,3.0393518518518516
Drip Too Hard (Lil Baby & Gunna),Lil Baby,452931,78QR3Wp35dqAhFEc2qAGjE,0.897,0.662,1,-6.903,0,0.292,0.0852,0.0,0.534,0.389,112.511,145543,4,3.112008135052871
"PTSD (with Omen feat. Mereba, Deante' Hitchcock & St. Beauty)",Dreamville,452332,5KUciA17ZXudpvWAc3mLHs,0.68,0.883,1,-5.387,1,0.395,0.187,0.0,0.116,0.59,96.173,237853,4,1.9017292193077238
Yacht (K) [feat. Sik-K],Jay Park,451476,4O6aJs7sGvhcnMVOwCHC45,0.726,0.772,10,-4.373,0,0.113,0.451,0.0,0.195,0.778,80.017,246285,4,1.8331445276813447
Silence,Marshmello,451374,7vGuf3Y35N4wmASOKLUVVU,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,180823,4,2.496220060501153
Birthday Sex,Jeremih,450551,4NpDZPwSXmL0cCTaJuVrCw,0.677,0.523,7,-5.603,0,0.0439,0.295,0.0,0.151,0.446,60.02,226507,4,1.9891261638713151
Jet Lag,A$AP Ferg,450207,2hyF1YWdX8yxExvRelT9nB,0.85,0.803,11,-3.297,1,0.292,0.0085,2.41e-05,0.104,0.433,169.986,203720,4,2.209930296485372
wonderful,Travis Scott,449540,1cZlBZwnwGPtYeRIeQcoFh,0.769,0.569,1,-5.591,0,0.0786,0.0737,0.0,0.0571,0.612,146.062,216946,4,2.072128548117965
This Bag,Mac Ayres,447550,58GwdGYYUKqIwkNiZ8p3zL,0.639,0.15,8,-13.881,1,0.106,0.79,2.85e-06,0.116,0.328,116.123,132000,4,3.390530303030303
Somewhere I Belong,Linkin Park,447362,3agtg0x11wPvLIWkYR39nZ,0.451,0.951,1,-3.754,1,0.0645,0.00038,2.39e-06,0.261,0.442,162.065,213933,4,2.0911313355115855
Winners Circle,Anderson .Paak,446434,3AN70xkC9i9fFBpKlukRhY,0.764,0.591,2,-8.81,1,0.307,0.182,8.32e-06,0.396,0.694,94.089,209238,4,2.1336181764306676
BMO,Ari Lennox,445269,7Ffgp7DIow5wECYQyzEiTq,0.72,0.647,1,-5.411,0,0.0642,0.0116,0.000206,0.571,0.809,157.877,146914,4,3.030813945573601
I'll Come Too,James Blake,444800,6EvUAsfncetT0RcWshHCbl,0.661,0.472,7,-7.889,1,0.164,0.757,0.00275,0.192,0.206,73.986,222400,4,2.0
Everything (feat. John Legend),Ella Mai,444224,0V6imIPZVXJEtl2umdNILO,0.395,0.456,7,-5.358,1,0.0456,0.432,0.0,0.108,0.0608,103.85,181644,4,2.4455748607165666
Stay The Night - Featuring Hayley Williams Of Paramore,Zedd,444150,2QtJA4gbwe1AcanB2p21aP,0.596,0.738,8,-3.109,1,0.0411,0.109,0.0,0.0947,0.461,127.961,217347,4,2.0435064666178966
Fabrics,Felly,443712,6G8ybvaNEW2nn1wMzvKjRc,0.807,0.493,10,-7.087,0,0.139,0.393,0.0,0.138,0.262,75.589,214974,4,2.0640263473722404
Through The Fire And Flames,DragonForce,441560,6nnacTL5on2aVsRhVDNUSo,0.113,0.951,0,-4.743,0,0.129,0.00176,0.00718,0.334,0.139,200.024,441560,4,1.0
Come Down,Anderson .Paak,441551,276zciJ7Fg7Jk6Ta6QuLkp,0.841,0.898,8,-7.135,1,0.104,0.271,0.0151,0.304,0.931,98.401,169727,4,2.601536585222151
Bugs Life,Tierra Whack,441079,4lLdrM9fpLA1Pcng9WNMLp,0.786,0.184,5,-18.114,1,0.46,0.828,0.0186,0.11,0.312,120.158,58413,4,7.551041720165032
Wildest Dreams,Taylor Swift,440880,59HjlYCeBsxdI0fcm3zglw,0.553,0.664,8,-7.417,1,0.0741,0.0709,0.0056,0.106,0.467,140.06,220440,4,2.0
Stay Tru,Mereba,440755,40ZUYrNTx4WAWN39VkrCOW,0.524,0.364,4,-11.715,1,0.082,0.862,8.25e-05,0.117,0.339,150.077,237853,4,1.85305629947909
untitled 08 | 09.06.2014.,Kendrick Lamar,440346,5bBUDJUfGcG7eFy3Bf4fXv,0.85,0.524,11,-9.375,0,0.204,0.25,2.46e-06,0.114,0.686,120.004,235507,4,1.869778817614763
Canal St.,A$AP Rocky,440089,0rBMP6VVGRgwnzZCLpijyl,0.696,0.583,3,-9.351,0,0.301,0.308,0.0,0.0964,0.524,137.079,227427,4,1.9350780690067582
Years Gone By,Avantdale Bowling Club,438520,1yiQ4iClDVSJemlFoLk3h2,0.482,0.638,10,-9.163,0,0.115,0.576,0.0,0.271,0.62,79.934,438520,4,1.0
Shake It Off,Taylor Swift,438400,5xTtaWoae3wi06K5WfVUUH,0.648,0.785,7,-5.414,1,0.165,0.0561,0.0,0.148,0.943,160.02,219200,4,2.0
La Cienega,88rising,437608,3iGz75NJkqHubYUMRELLyP,0.61,0.318,8,-9.95,1,0.148,0.506,0.000617,0.102,0.214,109.491,192607,3,2.272025419636877
Unbothered,Ski Mask The Slump God,436970,5hwUsRKvnO5yThjVrxHQVt,0.884,0.445,1,-10.58,0,0.418,0.222,0.0,0.112,0.851,125.008,138427,4,3.156681861197599
NEW ORLEANS,BROCKHAMPTON,436892,5kkxyqYSQrnHpfsmkjKi81,0.639,0.815,11,-4.962,0,0.252,0.232,0.0,0.299,0.4,159.903,243280,4,1.7958401841499507
The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,435676,2eAZfqOm4EnOF9VvN50Tyc,0.703,0.757,1,-3.612,1,0.05,0.617,0.0,0.106,0.696,82.008,221747,4,1.9647436041975765
Attention (feat. Offset),Rich Brian,435257,16wWFYS9S4hKBk2Ofj3Ss6,0.884,0.547,11,-7.492,1,0.387,0.0438,0.0,0.124,0.425,158.019,170200,4,2.5573266745005876
Bossa No Sé (feat. Jean Carter),Cuco,434640,3kEsMLO3qUUwiXeCndsMIb,0.826,0.677,4,-5.401,1,0.0461,0.512,0.0,0.115,0.433,134.118,201264,4,2.1595516336751728
good kid,Kendrick Lamar,430518,5vuJuBqwzHJgCA1ysRfwxZ,0.451,0.831,5,-8.641,0,0.307,0.0623,0.0,0.185,0.41,176.162,214120,4,2.0106388940780873
Computer Blue,Prince,428570,3rNCkAhv9cASYco3kC9q3D,0.715,0.579,1,-13.122,0,0.0515,0.0709,0.227,0.146,0.703,132.671,239507,4,1.7893840263541358
Shot Clock,Ella Mai,427601,2GlATHCDbLW7xq5BE0Bz5g,0.512,0.512,4,-6.008,0,0.285,0.654,0.0,0.148,0.434,95.11,201609,1,2.120942021437535
Shot You Down (feat. Jay Rock & ScHoolboy Q),Isaiah Rashad,426996,01wKeKPgYxdPYA8rfMveYc,0.682,0.717,1,-3.682,1,0.246,0.385,0.0,0.152,0.507,90.147,426997,4,0.9999976580631714
Stuck in the Mud (feat. SZA),Isaiah Rashad,424540,2eYY43d0V17SxOX0g7sBAD,0.568,0.714,11,-8.228,1,0.368,0.099,0.00522,0.116,0.508,150.024,423170,4,1.0032374695748754
The Race,Tay-K,423716,3wGXyJGsCf1myH5MooQIqE,0.766,0.606,9,-6.064,1,0.456,0.00266,0.0,0.166,0.352,160.223,140000,4,3.026542857142857
Gotta Get Up - Interlude,Kali Uchis,422922,7N3c9CKUmRqrt3dDvGWBWG,0.488,0.381,3,-8.095,0,0.0498,0.605,0.0872,0.0776,0.217,140.941,113270,4,3.7337512139136577
Money Longer,Lil Uzi Vert,422540,0B8QzDH7YWih85V5SEMnyJ,0.795,0.568,5,-7.817,0,0.142,0.0541,0.0,0.108,0.478,136.173,198944,4,2.1239142673315103
Does This Ski Mask Make Me Look Fat?,JPEGMAFIA,421542,3RjZPlsPExqGxYEsBRi1oY,0.694,0.824,10,-4.477,0,0.459,0.329,0.0559,0.136,0.117,183.985,267930,4,1.573328854551562
Square Up,Zack Fox,421114,5QVVZCiiLA4U6ZPA1OXU5f,0.912,0.473,10,-6.629,1,0.588,0.174,0.0,0.154,0.616,130.162,132923,4,3.1681048426532654
Black Nails,Tierra Whack,421046,50PvTiqi0cZne4mKR7HRck,0.684,0.293,9,-9.519,1,0.0966,0.932,1.83e-06,0.106,0.326,134.266,58453,3,7.2031546712743575
Fuck Love (feat. Trippie Redd),XXXTENTACION,420943,7AQim7LbvFVZJE3O8TYgf2,0.797,0.533,0,-9.74,0,0.0412,0.0172,0.000152,0.103,0.329,131.036,146520,4,2.872938847938848
Nuestro Planeta (feat. Reykon),Kali Uchis,419361,12TOa8pzhbLTWh1vxIsPMp,0.871,0.55,0,-6.113,0,0.0613,0.0927,0.000742,0.0788,0.448,96.018,202755,4,2.0683139749944512
Surf (feat. Gunna),Young Thug,418858,6igOR5QCn09zAVF2ikZjsV,0.93,0.561,0,-8.053,1,0.25,0.101,0.0,0.0992,0.596,140.987,184093,4,2.275252182320892
Gravy Train,Yung Gravy,418788,3qOkkP9JLltoUvaLjEXTmW,0.733,0.622,6,-7.689,0,0.14,0.324,0.0,0.165,0.729,143.934,169600,4,2.4692688679245283
Bye Bye (feat. Ivy Adara) - Acoustic/The Gravity Sessions,Gryffin,418244,2GnCkaWF1sz1dcwOMhfh5Z,0.513,0.49,4,-3.745,1,0.0322,0.629,0.0,0.0819,0.275,141.853,184892,4,2.26209895506566
Saint Pablo,Kanye West,417230,1o0kWPueYo94LIjPYOE5Nf,0.461,0.772,2,-3.98,0,0.375,0.282,0.0,0.178,0.414,167.018,372113,4,1.1212454281360769
30 Hours,Kanye West,416339,2CHmgtK8OCL28WtIK96u4N,0.823,0.813,7,-6.71,1,0.288,0.0359,0.0,0.0886,0.373,95.012,323303,4,1.2877672029025404
Without Me,Halsey,414625,5p7ujcrUXASCNwRaWNHR1C,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,201661,4,2.0560495088291737
Big Rings,Drake,414202,7jslhIiELQkgW9IHeYNOWE,0.776,0.675,8,-6.224,0,0.266,0.00196,0.0,0.227,0.271,131.984,217707,4,1.9025662932289729
Ultralight Beam,Kanye West,413633,1eQBEelI2NCy7AUTerX0KS,0.592,0.403,0,-8.768,0,0.414,0.62,0.0,0.54,0.391,105.169,320680,4,1.289862167893227
Wouldn't Leave,Kanye West,410352,1nGoy0cEj0extAwXYNYTWd,0.556,0.432,3,-8.551,1,0.545,0.495,0.0,0.308,0.352,164.235,205547,4,1.9963901200212117
DUCKWORTH.,Kendrick Lamar,409908,0y9uTzK9cNKSAEHnpeRG8C,0.552,0.731,7,-6.873,1,0.615,0.0536,0.0,0.258,0.632,174.516,248613,4,1.648779428268031
rockstar (feat. 21 Savage),Post Malone,407358,0e7ipj03S05BNilyu5bRzt,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801,218147,4,1.8673554988150192
Potions,SLANDER,407146,5uGCoNepb3NfYHzdVDXQtC,0.545,0.323,3,-12.006,1,0.0391,0.102,2.74e-06,0.107,0.193,149.941,215200,4,1.8919423791821561
Cut the Kid,Madeon,405211,6HCYraYP2Q91yZZ9wQqkBi,0.516,0.878,11,-2.245,0,0.216,0.00101,0.115,0.313,0.379,115.163,197573,4,2.0509431956795714
imagine,Ariana Grande,404938,39LmTF9RgyakzSYX8txrow,0.729,0.475,8,-4.985,1,0.0364,0.378,0.0,0.12,0.371,62.52,212267,3,1.9076823057752736
Day 'N' Nite (nightmare),Kid Cudi,404617,5FEXPoPnzueFJQCPRIrC3c,0.871,0.44,11,-6.25,0,0.0761,0.499,4.15e-06,0.114,0.799,137.996,221267,4,1.8286368956961498
Daddy (feat. Rich The Kid),Blueface,404512,4hanO6Du5J7QEguNHYZHmw,0.869,0.59,11,-8.214,1,0.257,0.07,0.0,0.236,0.479,107.934,151147,4,2.6762820300766803
Sonshine,Deaton Chris Anthony,404424,5UEtcDT55bn7dR7sGqYf7h,0.425,0.55,6,-10.7,0,0.0704,0.443,0.0264,0.0766,0.319,80.923,169118,4,2.3913717049633982
1997 DIANA,BROCKHAMPTON,404207,55jQMevNp7aWtiW5LPlPoa,0.805,0.719,8,-7.643,1,0.324,0.0288,0.0,0.327,0.906,137.096,135766,4,2.977232885995021
WHERE THE CASH AT,BROCKHAMPTON,403282,3t1cMXPS25j8hpzJyLY3Pn,0.862,0.523,2,-6.851,1,0.378,0.00712,0.00238,0.129,0.172,156.032,114853,4,3.5112883424899652
Arcus,RL Grime,403200,49y2VrMPdKHgjugZh4gqD9,0.374,0.886,11,-4.004,0,0.0613,0.262,0.000985,0.0919,0.113,150.082,201600,4,2.0
Hey Up There (feat. Ty Dolla $ign),Buddy,402743,4AZ31ri9jbxfwYBNDmOBLB,0.766,0.664,11,-4.171,1,0.121,0.181,8.3e-06,0.138,0.584,145.054,201362,4,2.0000943574259296
Un Nouveau Soleil,M83,402346,3FIonH7Bwx8IMa0xXngfsS,0.074,0.312,2,-10.459,1,0.0444,0.834,0.43,0.0885,0.0327,78.551,402347,4,0.9999975145831832
Skateboard P (feat. Big Sean),MadeinTYO,400751,07pJdL0L9XDGW0HBj0rIS2,0.831,0.47,1,-7.48,0,0.425,0.0371,0.0,0.144,0.339,75.474,242307,4,1.653897741295134
Bahamas,A$AP Mob,400598,3OTMcouJxgNYYwuLsQ4Qw6,0.586,0.855,1,-3.481,1,0.323,0.135,0.0,0.754,0.549,80.105,195667,4,2.047345745577946
I Got You (Always and Forever),Chance the Rapper,399866,333OkWOgbV6C8I5wRLfuSx,0.751,0.856,7,-3.29,1,0.267,0.137,0.0,0.12,0.574,101.932,281182,4,1.4220896074428662
I Bought Her (feat. Lil Duke),Young Thug,398160,7HPUVxJdwGMujRmstBlvp7,0.913,0.57,7,-7.886,1,0.248,0.000462,0.0,0.063,0.607,136.079,201747,4,1.9735609451441658
Floating (feat. 21 Savage),ScHoolboy Q,396748,4NN6N5TxBO5k9uqu0W4gfQ,0.906,0.545,11,-4.977,0,0.344,0.181,0.0,0.091,0.543,139.932,186827,4,2.1236116835361054
Overdue (with Travis Scott),Metro Boomin,396693,6LyAwkJsHlW7RQ8S1cYAtM,0.638,0.4,11,-11.212,0,0.0425,0.733,0.000133,0.334,0.495,150.133,166093,4,2.3883787998290114
The Downfall of Us All,A Day To Remember,396463,6G7URf5rGe6MvNoiTtNEP7,0.589,0.881,0,-4.62,1,0.0666,0.000256,0.0,0.327,0.709,129.95,209093,4,1.8961084302200457
Let the Flames Begin,Paramore,396452,7fx2rt43UfclOOulPwBYk2,0.514,0.92,6,-3.541,0,0.0385,0.000202,0.0185,0.25,0.334,161.0,198227,4,1.9999899105570886
SLOW DANCING IN THE DARK,Joji,396129,0rKtyWc8bvkriBthvHKY8d,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,209274,4,1.8928725020786146
Make It Better (feat. Smokey Robinson),Anderson .Paak,395530,4SBVWkRIMJ6WBCYPvr5Bwr,0.676,0.56,4,-6.024,0,0.0643,0.0112,0.00403,0.137,0.551,178.555,219332,4,1.8033392300257145
Sticky,Ravyn Lenae,394898,1rfGO3N4DPGodJLSSY9Re5,0.712,0.846,4,-6.714,0,0.0538,0.0339,0.000384,0.106,0.573,120.016,196755,4,2.007054458590633
NOBODY FALLS,Duckwrth,393626,19Z7HLXE1wQWD84atodCHK,0.694,0.65,9,-7.692,1,0.0766,0.386,2.46e-06,0.104,0.348,131.96,196813,4,2.0
Omaha,Toro y Moi,393580,4vDQMtAXkPwRxEqM8oXtMQ,0.618,0.498,3,-8.29,1,0.0259,0.0645,0.0301,0.291,0.818,80.055,196791,4,1.9999898369335996
Paris,$uicideBoy$,393159,4irYeuAi87yyGHcI4h9s0x,0.849,0.648,7,-6.188,1,0.0832,0.0725,0.00592,0.0984,0.196,106.075,111020,4,3.541334894613583
Dance to the Music,Sly & The Family Stone,392414,1MQWtVcs0PKsY4PA6ZvLiy,0.703,0.529,7,-11.112,1,0.1,0.0168,0.000573,0.911,0.772,128.057,179427,4,2.1870398546484084
Hotel California - 2013 Remaster,Eagles,391376,40riOy7x9W7GXjyGp4pjAv,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,391376,4,1.0
Walk It Talk It,Migos,391345,6n4U3TlzUGhdSFbUUhTvLP,0.907,0.633,2,-5.145,1,0.184,0.0876,2.6e-06,0.106,0.395,145.914,276147,4,1.4171618739294651
In the Name of Love,Martin Garrix,391124,23L5CiUhw2jV1OIMwthR3S,0.501,0.519,4,-5.88,0,0.0409,0.109,0.0,0.454,0.168,133.99,195707,4,1.9985181930130245
Wild Love (feat. The Weeknd & Francis and the Lights),Cashmere Cat,390800,5vmakI7B19A2L7WBVutTXO,0.339,0.25,5,-5.9,0,0.0376,0.534,0.000239,0.115,0.195,143.0,207499,4,1.8833825705184122
WANT U (feat. Lilianna Wilde),ARMNHMR,390416,4gA8RYIv4IG31JqKUM0QnW,0.299,0.792,2,-4.931,1,0.0565,0.0327,0.0,0.159,0.306,149.834,195208,4,2.0
Vice City (feat. Black Hippy),Jay Rock,390286,2SIdGJTWirTxRNEyCp9ocI,0.844,0.553,8,-7.284,0,0.356,0.156,1.32e-06,0.0816,0.511,114.939,283752,4,1.375447573937805
KRUSHED ICE (with Valee),Smino,389764,0RrStGJK40iOOfH3nMPLcc,0.832,0.484,0,-6.454,1,0.392,0.215,0.00204,0.1,0.584,148.035,163169,4,2.388713542400824
lowkey,NIKI,387399,5TTXEcfsYLh6fTarLaevTi,0.752,0.494,0,-8.18,1,0.0559,0.432,0.0,0.0869,0.227,117.901,171356,4,2.2607845654660474
"Bool, Balm & Bollective",YG,386268,0UmV17gerlXy4V3wuOUWPo,0.668,0.656,7,-7.778,1,0.359,0.162,0.0,0.388,0.468,95.628,215800,4,1.789935125115848
Perfecto,Mac Miller,383468,0Xcy81PsJCOO6mhLZaQyQ4,0.599,0.317,1,-11.212,1,0.174,0.748,0.0,0.111,0.203,148.09,215413,4,1.7801525441825703
The Thrill - Porter Robinson Remix,NERO,383086,5ZnOG96081GKWdYzICCzIu,0.469,0.38,8,-5.394,0,0.0306,0.0372,0.000212,0.317,0.302,79.981,277693,4,1.379530632749115
Up To Something (feat. Travis Scott & Young Thug),Metro Boomin,382964,4RGacGFT2ztXhGgzeaYzIR,0.799,0.616,1,-8.809,1,0.157,0.319,0.0,0.134,0.667,114.014,184360,4,2.0772618789325232
SUPER SAIYAN SUPERMAN | ZUPER ZA1YAN ZUPERMAN,Denzel Curry,382292,3HXSQWIyz7CUEI96kUurwn,0.76,0.715,1,-7.128,1,0.0428,0.0543,9.07e-06,0.119,0.0479,142.035,132813,4,2.8784230459367683
ARE YOU OK?,Daniel Caesar,380835,2hSwwIRD8sahfwQGjFdixz,0.391,0.415,0,-11.665,1,0.0398,0.573,0.00188,0.242,0.0789,99.035,392696,4,0.9697959744942652
Hot Shower,Chance the Rapper,380065,00ko9WaS4jOX1kEk3gvHjf,0.899,0.509,9,-8.04,1,0.387,0.00157,0.0,0.0573,0.599,150.001,225924,4,1.6822692586887626
Remember The Name (feat. Eminem & 50 Cent),Ed Sheeran,379649,0AtP8EkGPn6SwxKDaUuXec,0.852,0.666,11,-6.923,0,0.184,0.135,0.0,0.798,0.726,91.046,207760,4,1.8273440508278784
Runaway (U & I),Galantis,379423,46lFttIf5hnUZMGvjK0Wxo,0.506,0.805,1,-4.119,1,0.0469,0.00711,0.00193,0.0856,0.383,126.008,227074,4,1.6709222544192641
Bussdown (feat. Offset),Blueface,377902,2W5f0B44PC1b5OUdK5VqXw,0.9,0.592,1,-7.221,1,0.482,0.0957,0.0,0.0788,0.873,121.082,182427,4,2.0715245002110434
HER Love [Feat. Daniel Caesar with special guest Dwele],Common,377852,4ZLVxybMljzL77dCA443Ob,0.603,0.561,1,-10.336,1,0.289,0.462,0.0,0.107,0.323,93.191,377852,4,1.0
Honesty,Pink Sweat$,377718,2B1JaRSd7T7YP90n6sCh9I,0.66,0.139,6,-16.339,0,0.0322,0.964,8.02e-06,0.104,0.306,79.976,189000,4,1.9985079365079366
Matches,Cash Cash,377713,7nwGvxqSrgAuty1tlPGCFz,0.555,0.783,10,-1.888,1,0.112,0.479,0.0,0.0838,0.329,149.785,187600,4,2.0133955223880595
Think About Me,dvsn,377349,4LkLfPYc3yjOta7Gk8FDRB,0.547,0.294,7,-10.202,1,0.0482,0.0607,0.786,0.0933,0.11,105.027,246240,4,1.5324439571150097
My Favorite Part,Mac Miller,376904,66wkCYWlXzSTQAfnsPBptt,0.861,0.33,6,-7.194,1,0.0526,0.627,1.93e-06,0.14,0.718,95.016,216000,4,1.744925925925926
Feels - Jai Wolf Remix,Kiiara,376276,57rOXabUKgkrwHPSqzo4s5,0.556,0.762,1,-1.961,0,0.0299,0.463,0.0,0.0957,0.225,135.013,270222,4,1.392469895123269
Sahara Love - Seven Lions Remix,Above & Beyond,375700,6KjTXwntv8paBCL3El9TnV,0.275,0.659,6,-5.631,0,0.039,0.0418,4.15e-05,0.079,0.149,144.908,322893,4,1.1635433409829263
Padded Locks (feat. Ghostface Killah),Mick Jenkins,375630,2aIFp8ww0MSsLQokxhGCAz,0.635,0.846,4,-5.818,1,0.284,0.0149,0.0,0.146,0.579,81.969,225592,4,1.6650856413347992
Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,375073,15EPc80XuFrb2LmOzGjuRg,0.728,0.607,1,-8.417,0,0.132,0.133,0.0,0.0864,0.445,129.938,176702,4,2.1226301909429437
No More Parties In LA,Kanye West,374413,0zLClc0emc6qUeV1p5nc99,0.508,0.921,5,-1.644,1,0.303,0.246,0.0,0.221,0.681,93.058,374413,4,1.0
A Moment Apart,ODESZA,373571,59wlTaYOL5tDUgXnbBQ3my,0.515,0.663,7,-7.896,0,0.0328,0.179,0.668,0.494,0.0756,120.024,234244,4,1.5947943170369359
Middle Of The Summer (feat. Red Coldhearted),Playboi Carti,373408,7AtBtwrKhz94hYXgGYyG58,0.638,0.669,8,-6.442,1,0.234,0.0125,0.0,0.0747,0.452,136.867,137027,4,2.7250687820648487
HEAVEN BELONGS TO YOU,BROCKHAMPTON,371886,5SecO8b3bvFNBTtrTyt91o,0.68,0.634,7,-8.446,1,0.36,0.0208,2.02e-06,0.479,0.693,155.911,89613,4,4.149911285192997
F(r)iends,Avantdale Bowling Club,370640,004yCDMi3QG6WBTJoW1N4C,0.625,0.677,8,-9.314,0,0.131,0.304,0.0,0.0985,0.273,124.016,370640,4,1.0
oui,Jeremih,369852,0PJIbOdMs3bd5AT8liULMQ,0.418,0.724,5,-3.724,1,0.0964,0.213,0.0,0.112,0.604,78.521,238320,5,1.5519133937562941
Cooks,Still Woozy,369720,75TDPu9k7Yv3IovdYaNCwk,0.45,0.583,4,-10.49,0,0.0811,0.434,0.0126,0.244,0.701,77.066,174105,4,2.1235461359524423
No Heart,21 Savage,369691,4gmmRb6bZJffOOiww1JGTO,0.906,0.444,4,-8.692,0,0.384,0.136,6.44e-05,0.173,0.678,140.063,235040,4,1.5728854663036078
Jollof Rice (with EARTHGANG),Bas,369178,3eCulo5yg6EwkTfYcy1Xmh,0.97,0.507,5,-5.469,0,0.148,0.172,0.0,0.0939,0.879,120.022,128140,4,2.8810519744029968
